Image Name,vessel_amp_bottleneck_H0,vessel_amp_bottleneck_H1,vessel_amp_wasserstein_H0,vessel_amp_wasserstein_H1,vessel_amp_betti_H0,vessel_amp_betti_H1,vessel_amp_landscape_H0,vessel_amp_landscape_H1,vessel_amp_heat_H0,vessel_amp_heat_H1,vessel_entropy_H0,vessel_entropy_H1,vessel_betti_curve_H0_bin0,vessel_betti_curve_H1_bin0,vessel_betti_curve_H0_bin1,vessel_betti_curve_H1_bin1,vessel_betti_curve_H0_bin2,vessel_betti_curve_H1_bin2,vessel_betti_curve_H0_bin3,vessel_betti_curve_H1_bin3,vessel_betti_curve_H0_bin4,vessel_betti_curve_H1_bin4,vessel_betti_curve_H0_bin5,vessel_betti_curve_H1_bin5,vessel_betti_curve_H0_bin6,vessel_betti_curve_H1_bin6,vessel_betti_curve_H0_bin7,vessel_betti_curve_H1_bin7,vessel_betti_curve_H0_bin8,vessel_betti_curve_H1_bin8,vessel_betti_curve_H0_bin9,vessel_betti_curve_H1_bin9,vessel_pi_H0_px0,vessel_pi_H1_px0,vessel_pi_H0_px1,vessel_pi_H1_px1,vessel_pi_H0_px2,vessel_pi_H1_px2,vessel_pi_H0_px3,vessel_pi_H1_px3,vessel_pi_H0_px4,vessel_pi_H1_px4,vessel_pi_H0_px5,vessel_pi_H1_px5,vessel_pi_H0_px6,vessel_pi_H1_px6,vessel_pi_H0_px7,vessel_pi_H1_px7,vessel_pi_H0_px8,vessel_pi_H1_px8,vessel_pi_H0_px9,vessel_pi_H1_px9,vessel_pi_H0_px10,vessel_pi_H1_px10,vessel_pi_H0_px11,vessel_pi_H1_px11,vessel_pi_H0_px12,vessel_pi_H1_px12,vessel_pi_H0_px13,vessel_pi_H1_px13,vessel_pi_H0_px14,vessel_pi_H1_px14,vessel_pi_H0_px15,vessel_pi_H1_px15,vessel_pi_H0_px16,vessel_pi_H1_px16,vessel_pi_H0_px17,vessel_pi_H1_px17,vessel_pi_H0_px18,vessel_pi_H1_px18,vessel_pi_H0_px19,vessel_pi_H1_px19,vessel_pi_H0_px20,vessel_pi_H1_px20,vessel_pi_H0_px21,vessel_pi_H1_px21,vessel_pi_H0_px22,vessel_pi_H1_px22,vessel_pi_H0_px23,vessel_pi_H1_px23,vessel_pi_H0_px24,vessel_pi_H1_px24,cup_amp_bottleneck_H0,cup_amp_bottleneck_H1,cup_amp_wasserstein_H0,cup_amp_wasserstein_H1,cup_amp_betti_H0,cup_amp_betti_H1,cup_amp_landscape_H0,cup_amp_landscape_H1,cup_amp_heat_H0,cup_amp_heat_H1,cup_entropy_H0,cup_entropy_H1,cup_betti_curve_H0_bin0,cup_betti_curve_H1_bin0,cup_betti_curve_H0_bin1,cup_betti_curve_H1_bin1,cup_betti_curve_H0_bin2,cup_betti_curve_H1_bin2,cup_betti_curve_H0_bin3,cup_betti_curve_H1_bin3,cup_betti_curve_H0_bin4,cup_betti_curve_H1_bin4,cup_betti_curve_H0_bin5,cup_betti_curve_H1_bin5,cup_betti_curve_H0_bin6,cup_betti_curve_H1_bin6,cup_betti_curve_H0_bin7,cup_betti_curve_H1_bin7,cup_betti_curve_H0_bin8,cup_betti_curve_H1_bin8,cup_betti_curve_H0_bin9,cup_betti_curve_H1_bin9,cup_pi_H0_px0,cup_pi_H1_px0,cup_pi_H0_px1,cup_pi_H1_px1,cup_pi_H0_px2,cup_pi_H1_px2,cup_pi_H0_px3,cup_pi_H1_px3,cup_pi_H0_px4,cup_pi_H1_px4,cup_pi_H0_px5,cup_pi_H1_px5,cup_pi_H0_px6,cup_pi_H1_px6,cup_pi_H0_px7,cup_pi_H1_px7,cup_pi_H0_px8,cup_pi_H1_px8,cup_pi_H0_px9,cup_pi_H1_px9,cup_pi_H0_px10,cup_pi_H1_px10,cup_pi_H0_px11,cup_pi_H1_px11,cup_pi_H0_px12,cup_pi_H1_px12,cup_pi_H0_px13,cup_pi_H1_px13,cup_pi_H0_px14,cup_pi_H1_px14,cup_pi_H0_px15,cup_pi_H1_px15,cup_pi_H0_px16,cup_pi_H1_px16,cup_pi_H0_px17,cup_pi_H1_px17,cup_pi_H0_px18,cup_pi_H1_px18,cup_pi_H0_px19,cup_pi_H1_px19,cup_pi_H0_px20,cup_pi_H1_px20,cup_pi_H0_px21,cup_pi_H1_px21,cup_pi_H0_px22,cup_pi_H1_px22,cup_pi_H0_px23,cup_pi_H1_px23,cup_pi_H0_px24,cup_pi_H1_px24,texture_amp_bottleneck_H0,texture_amp_bottleneck_H1,texture_amp_wasserstein_H0,texture_amp_wasserstein_H1,texture_amp_betti_H0,texture_amp_betti_H1,texture_amp_landscape_H0,texture_amp_landscape_H1,texture_amp_heat_H0,texture_amp_heat_H1,texture_entropy_H0,texture_entropy_H1,texture_betti_curve_H0_bin0,texture_betti_curve_H1_bin0,texture_betti_curve_H0_bin1,texture_betti_curve_H1_bin1,texture_betti_curve_H0_bin2,texture_betti_curve_H1_bin2,texture_betti_curve_H0_bin3,texture_betti_curve_H1_bin3,texture_betti_curve_H0_bin4,texture_betti_curve_H1_bin4,texture_betti_curve_H0_bin5,texture_betti_curve_H1_bin5,texture_betti_curve_H0_bin6,texture_betti_curve_H1_bin6,texture_betti_curve_H0_bin7,texture_betti_curve_H1_bin7,texture_betti_curve_H0_bin8,texture_betti_curve_H1_bin8,texture_betti_curve_H0_bin9,texture_betti_curve_H1_bin9,texture_pi_H0_px0,texture_pi_H1_px0,texture_pi_H0_px1,texture_pi_H1_px1,texture_pi_H0_px2,texture_pi_H1_px2,texture_pi_H0_px3,texture_pi_H1_px3,texture_pi_H0_px4,texture_pi_H1_px4,texture_pi_H0_px5,texture_pi_H1_px5,texture_pi_H0_px6,texture_pi_H1_px6,texture_pi_H0_px7,texture_pi_H1_px7,texture_pi_H0_px8,texture_pi_H1_px8,texture_pi_H0_px9,texture_pi_H1_px9,texture_pi_H0_px10,texture_pi_H1_px10,texture_pi_H0_px11,texture_pi_H1_px11,texture_pi_H0_px12,texture_pi_H1_px12,texture_pi_H0_px13,texture_pi_H1_px13,texture_pi_H0_px14,texture_pi_H1_px14,texture_pi_H0_px15,texture_pi_H1_px15,texture_pi_H0_px16,texture_pi_H1_px16,texture_pi_H0_px17,texture_pi_H1_px17,texture_pi_H0_px18,texture_pi_H1_px18,texture_pi_H0_px19,texture_pi_H1_px19,texture_pi_H0_px20,texture_pi_H1_px20,texture_pi_H0_px21,texture_pi_H1_px21,texture_pi_H0_px22,texture_pi_H1_px22,texture_pi_H0_px23,texture_pi_H1_px23,texture_pi_H0_px24,texture_pi_H1_px24,label_encoded,Quality Score
0_0.jpg,65.0,10.5,168.9718912,43.70068649,475.9247776,613.141439,436.5020382,30.18253362,40.86841387,598.7655489,7.579722125,8.706184396,1,1,1,0,3,1,9,4,12,5,15,8,25,20,35,79,85,307,0,0,0.000892309,0.027586207,0.0,0.0,0.0,0.0,0,0.0,0,0,0.001784619,0.0,0.0,0.027586207,0.0,0.0,0,0.0,0,0,0.0,0.0,0.003569238,0.082758621,0.0,0.082758621,0.0,0.0,0,0.0,0.000892309,0.027586207,0.002676928,0.0,0.001784619,0.524137931,0.0,0.882758621,0,0.0,0.000892309,0.027586207,0.003569238,0.055172414,0.03033852,0.248275862,0.258769728,12.55172414,0.001784619,0.082758621,13.5,6.5,28.69233347,17.26991604,39.32845373,36.70796572,59.85905606,22.20267016,7.657458564,8.651632056,5.527406884,6.432633735,1,1,4,2,2,1,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0.003418803,0.005822416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003418803,0.0,0.0,0.011644833,0.0,0.0,0.0,0.0,0,0.0,0.003418803,0.005822416,0.003418803,0.017467249,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017,0.011644833,0.017094017,0.04657933,0.0,0.0,0.0,0.0,0.0,0.0,0.085470085,0.232896652,0.109401709,0.296943231,0.013675214,0.034934498,0.0,0.0,0.003418803,0.005822416,35.0,51.5,144.5994467,254.0073818,387.8232441,805.7175985,242.8145391,411.003806,18.99070118,21.49075798,7.792869872,8.295648644,1,1,9,6,19,21,26,52,27,95,30,117,48,91,60,41,11,8,0,0,0.001644568,0.0,0.0,0.001136687,0.0,0.0,0.0,0.0,0,0,0.001644568,0.001136687,0.001644568,0.001136687,0.0,0.001136687,0.0,0.0,0.0,0,0.003289136,0.0,0.001644568,0.002273373,0.004933703,0.015913612,0.001644568,0.001136687,0.0,0,0.01480111,0.012503552,0.026313085,0.022733731,0.050981601,0.045467462,0.006578271,0.006820119,0.0,0.0,0.032891356,0.018186985,0.087162093,0.114805342,0.152944804,0.242114237,0.118408881,0.035237283,0.001644568,0.001136687,1,6.18
100_0.jpg,63.5,3.5,89.20762299,9.539392014,280.8425994,148.8677808,413.1763031,5.802283741,116.6378626,488.4001468,6.984307983,7.217162554,1,1,2,1,6,2,5,3,2,5,2,10,3,28,7,147,13,16,0,0,0.000999875,0.380952381,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.380952381,0.0,0.761904762,0.0,0.0,0.0,0.0,0,0.0,0.00199975,0.0,0.0,0.0,0.000999875,1.523809524,0.0,0.0,0,0.0,0.002999625,0.0,0.0,0.380952381,0.00199975,8.761904762,0.275965504,48.76190476,0.031996,2.666666667,8.5,4.5,15.77973384,9.16515139,27.15964773,20.60106891,25.66309698,8.647603116,12.23363383,14.37372325,5.084718641,5.690610106,1,1,1,0,0,0,0,0,0,0,1,1,4,2,6,6,0,1,0,0,0.0,0.0,0.0,0.0,0.009803922,0.0,0.0,0.019417476,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417476,0,0.0,0.009803922,0.0,0.0,0.0,0.029411765,0.0,0.0,0.019417476,0.0,0.0,0.0,0.0,0.0,0.0,0.029411765,0.019417476,0.009803922,0.116504854,0.0,0.0,0.019607843,0.116504854,0.0,0.019417476,0.264705882,0.54368932,0.12745098,0.368932039,0.009803922,0.019417476,72.5,42.0,146.4684266,231.1503839,415.3438882,789.6533954,507.4120926,292.5579097,18.20120328,23.43785059,7.661911942,8.228094,3,1,7,3,1,27,10,39,14,92,10,136,37,87,92,29,15,8,0,0,0.000677507,0.0,0.0,0.0,0.0,0.00167627,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.005028811,0.0,0.0,0.0,0,0.0,0.003352541,0.000677507,0.003352541,0.0,0.036877947,0.0,0.005028811,0.0,0,0.0,0.011733892,0.0,0.026820325,0.000677507,0.097223677,0.0,0.025144054,0.0,0.0,0.004742547,0.030172865,0.02303523,0.11063384,0.08604336,0.293347302,0.085365854,0.088842326,0.000677507,0.00167627,1,4.77
100_1.jpg,56.0,7.5,119.2277233,22.5166605,420.5224024,430.0861436,345.828774,16.76965426,59.63275284,1011.909119,7.54506744,8.454871801,1,1,4,2,6,2,7,2,8,5,8,13,13,26,22,65,48,373,0,0,0.001242622,0.081632653,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.081632653,0.0,0.0,0.0,0.0,0,0.0,0,0,0.002485244,0.0,0.002485244,0.081632653,0.0,0.0,0.0,0.0,0,0.0,0.001242622,0.0,0.002485244,0.081632653,0.002485244,0.979591837,0.0,0.0,0,0.0,0.003727866,0.081632653,0.0,0.081632653,0.018639329,1.142857143,0.387698043,32.48979592,0.00621311,0.244897959,17.0,5.5,29.02585055,12.89379696,29.0485487,19.97675417,72.32602876,19.11306253,5.028381194,10.39083701,4.846074184,5.482235931,1,1,0,0,0,1,1,0,0,3,0,6,6,1,2,1,2,1,0,0,0.0,0.0,0.0,0.0,0.002203857,0.013559322,0.0,0.013559322,0.0,0,0.0,0.0,0.0,0.013559322,0.0,0.0,0.002203857,0.0,0,0.0,0.0,0.013559322,0.0,0.0,0.002203857,0.013559322,0.0,0.0,0.0,0.0,0.0,0.013559322,0.004407713,0.0,0.004407713,0.054237288,0.0,0.013559322,0.0,0.0,0.002203857,0.06779661,0.004407713,0.081355932,0.028650138,0.311864407,0.063911846,0.216949153,0.002203857,0.027118644,28.0,49.0,142.41752,261.9250847,387.1236589,784.9568025,207.9502086,404.2167566,17.28483243,19.61315214,7.728632326,8.209711017,1,1,9,2,15,13,17,32,25,57,52,98,58,103,35,45,2,9,0,0,0.0,0.0,0.001992528,0.000959003,0.0,0.0,0.0,0.0,0,0,0.001992528,0.001918005,0.0,0.000959003,0.001992528,0.0,0.0,0.0,0.0,0,0.00996264,0.001918005,0.015940224,0.005754016,0.033872976,0.017262047,0.001992528,0.0,0.0,0,0.015940224,0.003836011,0.021917808,0.020139055,0.071731009,0.044114121,0.007970112,0.001918005,0.001992528,0.0,0.021917808,0.011508032,0.059775841,0.086310237,0.187297634,0.208103572,0.133499377,0.027811076,0.0,0.000959003,1,5.23
100_2.jpg,70.0,8.0,176.5849654,38.14773912,577.8788014,557.1742832,480.7641988,20.96517308,41.00980673,645.415956,7.766423248,8.586041981,1,1,4,1,6,1,10,1,14,6,16,8,15,16,18,97,97,322,0,0,0.00078841,0.0,0.0,0.088888889,0.0,0.0,0,0.0,0,0,0.001576821,0.0,0.0,0.088888889,0.0,0.0,0,0.0,0,0,0.00078841,0.044444444,0.0,0.0,0.0,0.088888889,0.0,0.0,0,0.0,0.00078841,0.0,0.004730462,0.0,0.003942052,0.844444444,0.0,1.911111111,0,0.0,0.00078841,0.044444444,0.003942052,0.044444444,0.013402976,0.666666667,0.264905884,17.02222222,0.00078841,0.266666667,17.5,12.5,30.19519829,16.2788206,32.24433237,20.52517548,74.47715984,37.92593496,4.084428135,5.340818472,4.646739876,5.510995248,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,11,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028398,0.002923977,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.002028398,0.0,0.002028398,0.0,0.002028398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002923977,0.006085193,0.002923977,0.0,0.0,0.004056795,0.002923977,0.004056795,0.00877193,0.012170385,0.01754386,0.054766734,0.160818713,0.002028398,0.002923977,27.5,54.0,137.5199985,229.4694969,410.9333427,714.2640134,184.6586109,419.9250761,20.98921921,20.03803599,7.698400146,8.074992924,3,1,8,5,18,15,14,36,26,96,31,103,58,33,80,8,18,3,0,0,0.0,0.0,0.002389486,0.0,0.0,0.000917379,0.0,0.0,0,0,0.004778973,0.0,0.002389486,0.0,0.002389486,0.0,0.0,0.0,0.0,0,0.014336918,0.003669514,0.007168459,0.002752136,0.026284349,0.005504272,0.002389486,0.0,0.0,0,0.009557945,0.002752136,0.031063321,0.018347572,0.097968937,0.026603979,0.033452808,0.0,0.0,0.0,0.035842294,0.014678057,0.081242533,0.099076888,0.148148148,0.198153776,0.188769415,0.00642165,0.002389486,0.000917379,1,6.57
100_3.jpg,48.5,6.5,118.785521,26.14861373,491.1883858,439.8880023,299.7920807,13.5301387,50.81319604,676.013857,7.734251436,8.446332782,1,2,1,2,2,3,3,7,4,12,7,27,9,52,23,261,76,321,0,0,0.001262626,0.111111111,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.111111111,0.001262626,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.444444444,0.001262626,0.333333333,0.0,0.0,0,0.0,0.002525253,0.111111111,0.001262626,0.111111111,0.008838384,2.888888889,0.001262626,1.0,0,0.0,0.0,0.0,0.006313131,0.666666667,0.01010101,2.0,0.404040404,38.22222222,0.001262626,1.0,18.0,6.0,29.8202951,12.55985669,33.45976024,23.60790828,76.12178779,17.50568343,4.575185673,5.628011659,4.854549173,5.640411722,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002013845,0.006522625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002013845,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006522625,0.0,0.006522625,0.0,0.0,0.002013845,0.0,0.00402769,0.0,0.0,0.006522625,0.006041536,0.052181003,0.0,0.0,0.002013845,0.013045251,0.00402769,0.013045251,0.00402769,0.045658377,0.076526117,0.28047289,0.002013845,0.006522625,30.0,46.0,156.2841963,257.156081,467.7119462,789.8766941,209.3611754,387.4811208,19.08471512,18.47849986,7.704798539,8.039626373,1,1,4,6,12,22,18,43,17,127,59,103,91,45,49,14,7,5,0,0,0.0,0.0,0.001844806,0.0,0.0,0.001078676,0.0,0.0,0,0,0.0,0.003236028,0.007379223,0.002157352,0.001844806,0.003236028,0.0,0.0,0.0,0,0.005534417,0.002157352,0.018448057,0.018337491,0.020292863,0.010786759,0.0,0.0,0.0,0,0.016603251,0.00539338,0.029516892,0.040989685,0.071947423,0.02912425,0.005534417,0.0,0.0,0.0,0.018448057,0.026966898,0.057188977,0.183374907,0.221376686,0.091687454,0.053499366,0.006472056,0.001844806,0.001078676,1,4.37
100_4.jpg,51.5,7.5,143.3500959,32.65731159,500.1731013,520.6836706,306.3225333,18.10265288,46.43017398,825.1243532,7.674836717,8.62970823,1,1,2,0,6,0,8,6,11,7,12,12,15,33,36,107,91,301,0,0,0.001275307,0.0,0.0,0.114285714,0.0,0.0,0,0.0,0,0,0.001275307,0.0,0.0,0.057142857,0.0,0.0,0,0.0,0,0,0.001275307,0.0,0.005101227,0.057142857,0.0,0.342857143,0.0,0.0,0,0.0,0.002550614,0.0,0.005101227,0.057142857,0.007651841,0.8,0.0,0.971428571,0,0.0,0.005101227,0.057142857,0.005101227,0.171428571,0.019129603,0.685714286,0.396620437,24.74285714,0.001275307,0.285714286,14.5,9.5,31.10064308,15.54027027,34.67948481,23.51595203,72.58320045,27.60367662,5.238919831,6.749149606,5.22674781,5.784064474,1,1,0,0,0,0,0,0,2,0,1,1,3,2,2,4,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002380952,0.003864734,0.0,0,0.0,0.0,0.0,0.0,0.002380952,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004761905,0.003864734,0.004761905,0.0,0.0,0.0,0.002380952,0.0,0.002380952,0.0,0.002380952,0.003864734,0.00952381,0.011594203,0.0,0.0,0.0,0.003864734,0.007142857,0.015458937,0.021428571,0.050241546,0.09047619,0.200966184,0.002380952,0.003864734,27.0,43.0,152.3835621,261.4349824,412.0645728,715.9688781,215.2372035,384.5941774,18.26371443,18.40826884,7.709233976,8.019696189,1,1,6,4,14,11,24,38,21,78,51,112,63,70,43,30,6,12,0,0,0.0,0.0,0.004025157,0.001147776,0.0,0.0,0.0,0.0,0,0,0.0,0.004591105,0.010062893,0.002295552,0.006037736,0.01492109,0.0,0.0,0.0,0,0.012075472,0.001147776,0.01408805,0.009182209,0.030188679,0.018364419,0.0,0.001147776,0.0,0,0.018113208,0.001147776,0.034213836,0.028694405,0.074465409,0.047058824,0.006037736,0.002295552,0.0,0.0,0.032201258,0.017216643,0.076477987,0.121664275,0.20327044,0.169870875,0.062389937,0.011477762,0.002012579,0.001147776,1,6.03
100_5.jpg,48.5,3.5,119.437222,20.85665361,448.5856562,422.3150483,294.6633384,7.608745239,62.34074711,887.6111346,7.605270404,8.559998009,1,1,1,2,4,1,6,5,9,13,5,29,7,89,16,213,50,351,0,0,0.00140056,0.266666667,0.0,0.533333333,0.0,0.0,0,0.0,0,0,0.00280112,0.0,0.0,0.266666667,0.0,0.266666667,0,0.0,0,0,0.00140056,0.0,0.00280112,0.266666667,0.0,4.8,0.0,0.0,0,0.0,0.00140056,0.0,0.00140056,0.533333333,0.004201681,11.46666667,0.00140056,1.866666667,0,0.0,0.00140056,0.266666667,0.005602241,1.6,0.007002801,6.4,0.480392157,88.26666667,0.00280112,0.8,7.0,5.5,13.97318861,7.71362431,18.69046103,15.91644852,22.54829316,10.99519382,7.557251908,13.56517049,4.857461804,5.586606217,1,1,0,0,0,0,0,0,1,0,4,0,2,3,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.009467456,0.014159292,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009467456,0.0,0.009467456,0.0,0.009467456,0.0,0.0,0.0,0.009467456,0.0,0.0,0.0,0.037869822,0.0,0.0,0.0,0.0,0.0,0.0,0.014159292,0.009467456,0.07079646,0.160946746,0.297345133,0.142011834,0.410619469,0.009467456,0.028318584,65.5,40.5,148.6825477,208.8330673,436.2490254,726.97119,433.5552318,306.5417069,19.1225251,24.80136636,7.674613176,8.152827677,1,1,2,3,3,9,11,37,12,97,35,118,72,57,61,19,7,5,0,0,0.00082602,0.001550388,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.001550388,0.0,0.001550388,0.0,0.007751938,0.0,0.0,0.0,0,0.00082602,0.0,0.0,0.013953488,0.0,0.018604651,0.0,0.001550388,0.0,0,0.00082602,0.003100775,0.00082602,0.04496124,0.007434177,0.048062016,0.0,0.001550388,0.0,0.0,0.003304078,0.021705426,0.030562726,0.137984496,0.147857512,0.325581395,0.050387197,0.024806202,0.00082602,0.001550388,1,6.15
100_6.jpg,66.0,9.5,138.2425405,30.99193443,353.3983502,400.3533162,440.0230408,34.80506168,66.17157418,533.4862973,7.265120733,8.053255863,1,1,2,1,3,1,4,1,7,0,13,0,12,2,16,4,43,25,0,0,0.00087241,0.016460905,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.065843621,0,0.0,0,0,0.00087241,0.0,0.00261723,0.0,0.0,0.0,0.0,0.016460905,0,0.0,0.0,0.0,0.00348964,0.0,0.00261723,0.0,0.0,0.329218107,0,0.0,0.00087241,0.0,0.00087241,0.0,0.00959651,0.0,0.27742639,5.827160494,0.00174482,0.049382716,13.0,7.0,25.09482018,16.14001239,31.56650827,34.16241659,52.96101025,21.0482516,5.103334665,8.852593029,5.443994057,6.077475203,1,1,1,1,0,0,0,0,0,0,0,0,1,0,10,3,1,5,0,0,0.0,0.0,0.0,0.0,0.002723404,0.0,0.0,0.005671748,0.0,0,0.002723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.002723404,0.0,0.0,0.017015243,0.0,0.0,0.0,0.0,0.002723404,0.0,0.005446809,0.005671748,0.005446809,0.039702233,0.0,0.0,0.010893617,0.034030486,0.005446809,0.02268699,0.046297872,0.017015243,0.095319149,0.351648352,0.002723404,0.005671748,24.5,46.0,131.4914446,233.1147786,389.2949338,680.1452385,178.3550179,395.8253016,19.97302869,20.29036562,7.761710501,8.194060738,1,1,13,12,15,29,8,40,17,78,25,107,51,69,72,22,20,4,0,0,0.0,0.001212581,0.0,0.0,0.002364066,0.0,0.0,0.0,0,0,0.007092199,0.002425161,0.002364066,0.0,0.009456265,0.001212581,0.0,0.0,0.0,0,0.007092199,0.003637742,0.004728132,0.008488064,0.037825059,0.015763547,0.004728132,0.001212581,0.0,0,0.023640662,0.007275483,0.037825059,0.018188708,0.096926714,0.04729064,0.026004728,0.003637742,0.0,0.0,0.054373522,0.043652899,0.035460993,0.127320955,0.163120567,0.203713528,0.179669031,0.049715801,0.002364066,0.001212581,1,6.6
100_7.jpg,60.0,11.0,120.3120942,29.65636525,341.4549973,371.8215603,390.8262994,31.93820339,90.4672566,478.0553267,7.42759173,7.925467121,1,1,3,1,3,0,3,0,6,0,8,0,14,1,21,8,32,29,0,0,0.000974303,0.0,0.0,0.0,0.0,0.012288786,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.000974303,0.0,0.001948606,0.0,0.0,0.012288786,0.0,0.036866359,0,0.0,0.000974303,0.012288786,0.000974303,0.0,0.004871514,0.0,0.0,0.196620584,0,0.0,0.0,0.0,0.002922908,0.0,0.014614541,0.0,0.332237243,4.104454685,0.002922908,0.024577573,18.0,8.0,35.04283094,21.85749299,44.26161892,35.55789134,77.07132236,35.68420045,5.870332188,7.213647039,5.565405514,6.003923247,1,1,1,2,0,0,0,0,0,0,1,1,2,1,9,6,5,10,0,0,0.0,0.0,0.0,0.0,0.00208741,0.004740741,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004740741,0,0.0,0.00208741,0.004740741,0.0,0.0,0.00208741,0.009481481,0.0,0.018962963,0.0,0.0,0.0,0.0,0.00208741,0.004740741,0.006262231,0.0,0.012524462,0.042666667,0.0,0.0,0.010437052,0.042666667,0.006262231,0.014222222,0.029223744,0.06162963,0.079321592,0.241777778,0.004174821,0.004740741,28.0,47.0,132.1088566,238.7236896,374.8911761,657.0472055,183.5644424,382.0497614,18.39290125,17.87665257,7.756793735,8.097646626,1,1,11,5,8,21,9,34,13,46,35,88,47,87,70,36,11,11,0,0,0.0,0.001006099,0.0,0.0,0.00192655,0.0,0.0,0.0,0,0,0.00192655,0.001006099,0.0,0.0,0.0,0.005030497,0.0,0.0,0.0,0,0.005779651,0.002012199,0.005779651,0.002012199,0.030824804,0.013079293,0.00192655,0.0,0.0,0,0.015412402,0.007042696,0.023118603,0.016097592,0.07128236,0.043262278,0.013485852,0.002012199,0.0,0.0,0.042384106,0.025152487,0.067429259,0.082500157,0.150270921,0.185122304,0.14449127,0.024146387,0.00192655,0.001006099,1,6.67
100_8.jpg,50.0,6.5,121.1940593,25.64176281,363.2805077,370.6954153,313.8801424,14.18501695,67.17909728,840.4077144,7.430720997,8.162740321,1,3,2,4,2,6,3,7,5,18,9,21,19,47,25,58,41,323,0,0,0.001206091,0.205128205,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.307692308,0.001206091,0.0,0.0,0.0,0,0.0,0,0,0.001206091,0.0,0.002412182,0.512820513,0.002412182,0.0,0.0,0.0,0,0.0,0.0,0.102564103,0.002412182,0.615384615,0.010854817,2.051282051,0.001206091,0.205128205,0,0.0,0.001206091,0.0,0.001206091,0.205128205,0.010854817,1.333333333,0.376300317,33.02564103,0.004824363,0.512820513,20.0,13.0,30.67979791,24.48979379,30.35896353,31.07501514,81.01145751,51.72094958,4.341089366,6.601675178,4.995376985,5.699892196,1,1,1,1,0,0,0,0,0,0,0,1,5,4,3,8,2,1,0,0,0.0,0.0,0.0,0.0,0.001745772,0.002723404,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002723404,0.0,0.0,0.0,0.0,0.0,0.002723404,0.0,0.0,0.001745772,0.0,0.0,0.0,0.005237316,0.010893617,0.003491544,0.008170213,0.0,0.0,0.005237316,0.024510638,0.0,0.013617021,0.041898527,0.062638298,0.034915439,0.08987234,0.001745772,0.002723404,23.5,46.5,127.0787158,235.6231101,341.8505492,654.7242769,184.1939302,406.4222168,17.8350408,19.28669823,7.770047722,8.193013212,1,2,16,7,9,12,13,39,24,59,32,89,48,67,51,29,17,12,0,0,0.0,0.0,0.0,0.001005278,0.002484472,0.0,0.0,0.0,0,0,0.002484472,0.002010555,0.004968944,0.0,0.007453416,0.002010555,0.002484472,0.0,0.0,0,0.01242236,0.001005278,0.014906832,0.002010555,0.02484472,0.014073888,0.004968944,0.001005278,0.0,0,0.019875776,0.007036944,0.039751553,0.027142498,0.086956522,0.034179442,0.054658385,0.005026389,0.0,0.0,0.059627329,0.028147776,0.069565217,0.107564715,0.171428571,0.194018598,0.161490683,0.025131943,0.002484472,0.001005278,1,6.53
